Labels,TC1,TC2,TC3,TC1,TC2,TC3
3,1.11911,1.09258,2.57699,-1.88233,-5.07044,-3.83982
0,3.26864,3.90238,2.13653,-1.44784,-2.01581,-3.47991
9,-0.319093,-0.745569,-2.99931,3.00272,0.563242,-1.25634
5,1.12682,1.75751,3.07261,-2.50554,-0.989982,-1.93051
3,-2.37894,-2.05878,0.204942,-0.542706,-3.37344,-1.91703
3,-1.4088,-0.957612,1.65287,-1.37753,1.34061,-2.35828
8,2.18333,1.78872,1.76015,-1.19157,-1.75604,-0.728641
6,0.0614973,0.0254311,-0.100421,-0.45862,-0.0556707,2.94453
6,1.45942,1.60463,-0.622107,0.349461,2.15851,5.28554
5,2.80793,2.86989,0.758918,0.0222985,-1.93158,-2.34725
8,0.41317,0.260404,2.71343,-2.73844,1.65345,0.958251
1,-4.74627,-4.22329,1.55047,-2.45603,-0.15273,-0.767762
4,0.438242,-0.675341,-3.95045,4.05709,-2.98428,0.29995
4,2.73025,1.49538,-5.98085,6.21462,2.82326,1.87804
2,2.32554,1.5066,-1.38929,1.34605,0.613143,0.681733
0,3.00043,3.32962,0.899807,-0.642435,-3.0383,0.332759
1,-2.79972,-2.51094,2.36031,-2.68626,1.631,0.315833
3,-1.45163,-0.79363,2.72283,-2.64586,-1.93965,-3.1531
0,5.55502,5.43551,-0.733414,1.39486,2.09506,1.03108
8,-0.0665013,-0.0103491,2.60311,-2.80858,3.64613,1.2183
0,2.90594,3.51878,2.85149,-2.28656,-3.1946,-2.72673
1,-4.94947,-4.59644,2.00101,-2.84504,0.423171,-0.189731
3,-1.717,-1.08584,3.33096,-3.49574,-2.58859,-0.854887
3,-0.497418,-0.384556,2.35942,-1.87487,-5.19845,-4.18972
6,-1.39327,-1.05539,-0.0819007,-0.458284,1.20349,3.45545
6,2.13512,1.44567,-2.50473,2.33987,0.422322,4.63524
6,1.8332,1.74361,1.21406,-1.03296,-0.373912,3.23899
1,-4.56785,-4.01997,2.73534,-3.37835,0.695839,-0.121473
0,8.00471,7.82251,-0.270774,1.48765,-2.29383,-2.77956
4,-0.506694,-0.692803,-0.0250534,0.225256,3.26916,3.03207
2,-0.199665,-0.104681,1.87558,-2.12374,1.26536,3.54081
8,-2.6348,-2.24466,2.2333,-2.73457,2.71512,1.05522
2,1.28407,1.12279,3.73586,-4.02536,1.19411,3.00275
0,6.17156,6.60919,2.90528,-2.01865,-2.75476,-1.53155
0,8.09859,8.16786,1.2165,0.0352799,-1.96208,-0.768348
6,2.45172,2.21219,-1.39528,1.1381,2.57185,5.69288
2,0.480651,0.0970648,0.0101869,-0.416214,-0.434951,2.63696
0,4.90273,5.4974,3.50652,-2.65958,-2.60755,-2.17855
8,2.2567,1.99467,1.6614,-0.986007,-0.610148,-2.54021
3,1.31662,1.35586,3.14192,-2.26645,-5.83205,-3.9881
8,2.01206,1.30008,0.445224,-0.232327,-2.89592,-0.790529
6,-0.492742,-0.0235028,0.909656,-1.14543,2.39606,3.88464
1,-4.03037,-3.6061,1.39874,-2.55047,-0.432245,-0.00863135
7,-2.51576,-2.97986,-1.97026,1.84828,0.59333,-2.6242
3,-2.39906,-1.78953,0.927069,-1.22971,-1.36686,-1.91828
1,-4.32765,-3.77448,0.560308,-1.50173,-0.493543,-0.287432
7,-0.251188,-1.43003,-5.69319,5.65141,-1.22083,-2.86028
3,0.498064,-0.0897693,0.110298,0.0362235,3.1538,-1.98161
1,-3.71157,-3.58049,2.08478,-2.44408,1.7797,1.25077
3,-2.01904,-1.46816,2.53823,-2.80711,-3.38484,-2.40351
0,6.19195,6.74769,0.988444,-0.0308711,5.20122,-0.291011
5,-1.84385,-1.18965,0.391406,-0.513963,-1.95899,-0.506255
5,-0.124481,-0.622885,-2.67408,2.51782,-2.84736,-1.01882
9,-3.43756,-2.75556,-0.381887,0.0726766,-0.0349497,-0.899724
3,1.03733,0.759177,3.12356,-2.61741,-5.68243,-4.38431
9,-2.86133,-2.50328,-0.397345,0.171969,1.94847,0.620997
3,0.422505,0.571559,2.48214,-2.36615,3.74248,0.853012
4,0.870458,-0.430332,-3.45702,3.73983,-4.55094,-0.611192
2,-0.910417,-0.636122,2.20725,-2.40859,2.82822,3.52779
9,1.39619,0.501393,-3.49665,3.55674,-2.3449,0.473455
1,-2.23065,-2.39193,2.40998,-2.56109,3.87574,1.09249
2,0.737682,1.06307,3.11016,-3.21651,1.63546,3.70176
2,4.13133,4.33128,2.701,-2.69198,3.82134,3.04104
3,-2.28885,-1.80712,2.16818,-2.2976,1.23911,-0.0503628
1,-2.84921,-2.92018,1.14447,-1.52973,2.41058,1.38235
8,-0.913298,-1.33874,-0.260706,0.27631,2.68515,-1.9179
1,-4.09308,-3.64197,1.97533,-3.05608,-0.373768,-0.33057
3,0.872765,0.772187,0.0540824,0.107693,2.96342,-0.527392
9,-1.62571,-2.21876,-2.39252,2.08815,-2.97761,-0.284778
0,5.87753,5.74705,0.0685097,0.885606,-2.57593,-1.05445
4,-0.487919,-0.716199,-0.515603,0.7363,2.52141,1.99227
0,8.86559,9.07501,3.16975,-1.97125,-2.17759,-1.78908
0,5.96454,6.36215,2.8451,-1.96119,-2.10127,-2.5794
7,-2.18344,-1.86756,-0.761611,0.790861,2.60043,-0.734917
7,-2.51817,-2.75943,-3.84128,3.74949,-0.266831,-2.19366
7,-2.41718,-2.9674,-1.96965,1.58663,-0.0018195,-0.152051
1,-4.79784,-4.43345,2.48809,-3.29013,0.737725,-0.201088
5,0.904446,1.39262,-0.808003,0.997695,2.45058,-0.448172
9,0.57887,-0.162582,-4.02087,3.74894,-0.778645,0.511504
3,3.06505,3.0511,3.7544,-2.68746,-4.98608,-3.67918
6,-3.05189,-2.57792,1.99494,-2.74548,1.64319,1.81409
9,-2.20327,-2.3009,-1.83114,1.86875,-1.82485,-2.32632
3,0.748691,1.13782,3.00081,-2.38493,-2.93304,-1.66148
6,-2.8361,-2.56441,-0.684307,0.0818668,0.106914,2.0817
6,4.0478,2.75336,-2.39638,1.91647,0.773755,6.58663
7,-1.63164,-1.96045,-3.59862,3.57229,-2.38661,-2.11152
0,7.44452,7.36746,-0.056111,1.38087,-2.1378,-2.02615
1,-4.33845,-3.99725,3.03484,-3.37143,1.68588,0.378521
1,-4.18569,-3.6353,1.23093,-2.24413,-0.0686371,0.0538579
4,-2.3621,-2.48484,-1.91887,1.7615,0.776749,-0.116919
7,-1.91007,-2.40317,-3.31622,3.38971,1.23813,-2.05584
3,0.39286,0.601557,1.81851,-1.55455,-3.05966,-0.194841
4,0.953998,0.0936607,-3.70189,3.82479,-2.87984,0.0667141
4,0.827925,0.205155,-2.42739,2.04101,-1.6612,2.06233
6,0.525776,0.645954,-0.843675,0.634654,4.75479,2.52608
2,-2.60392,-2.80913,0.449986,-1.52343,0.0259973,3.56582
3,-0.980847,-0.611997,2.42134,-2.21307,-4.14595,-2.79223
1,-3.85536,-3.51148,1.00876,-2.16595,-0.740215,-0.238402
7,-3.53724,-3.63348,-2.04435,2.03603,0.776499,-1.34287
2,0.767105,0.587737,3.21316,-3.17576,1.7007,2.92927
6,1.60505,1.65666,-1.09583,0.880209,0.547655,2.81329
9,-0.368483,-0.978918,-3.49047,3.8625,1.00957,-2.16494
3,-1.37178,-1.5919,-1.14482,1.22634,-1.28676,-4.3466
3,-2.27645,-1.70139,1.85795,-2.26292,-3.1314,-1.93473
5,0.978588,1.42096,2.62898,-2.42392,-1.62981,0.66275
4,-0.467311,-0.570491,-2.06727,1.99326,-1.57242,1.74096
6,-0.631119,-0.15682,2.01765,-2.05735,2.50015,2.28809
5,3.88841,3.76691,0.741399,0.339586,0.333358,-4.40815
0,4.6199,5.06854,0.249448,0.614585,4.3107,-0.371534
1,-3.92488,-4.00704,2.53564,-2.74537,2.32248,-0.834901
4,-3.91651,-3.54753,-0.117504,-0.0471044,1.65928,0.669177
0,5.678,6.30256,0.346813,0.4625,2.41377,0.0620954
6,0.64285,1.35519,1.17428,-1.03128,3.87058,3.52348
9,-2.65322,-2.60701,-3.02151,3.01414,0.325169,-0.413797
5,-1.39941,-0.757279,0.626782,-0.747425,1.80069,0.055508
9,-2.07654,-2.51633,-2.72626,2.27578,-2.72619,-0.364621
4,1.5956,0.698496,-4.44072,4.23659,2.3936,3.1705
4,-2.3046,-2.09739,-1.22365,0.977423,1.19789,1.38799
4,1.08958,0.516515,-2.36302,2.31464,-1.01808,1.60239
8,-1.63948,-1.40728,1.85254,-2.01088,3.62861,-0.457009
4,-3.14912,-3.04316,-0.88593,0.44754,-2.02266,-0.553442
0,3.80904,4.04651,1.38098,-0.799715,-2.10896,-1.72908
2,0.249795,0.232312,1.8548,-1.95276,3.91756,3.10133
7,-0.790006,-1.19785,-3.82648,3.61208,-1.57454,-2.24031
4,0.9745,0.507827,-3.16284,2.94154,1.09385,2.40033
3,-0.320564,0.364337,2.89763,-2.93467,-1.69773,-0.115348
4,-2.49527,-2.93973,-2.52567,2.40229,-1.70722,-1.11409
6,-0.870029,-0.20107,0.91744,-1.21663,3.50268,3.16114
0,5.08087,5.19318,-0.0385895,0.996713,5.80724,-0.318905
0,-0.916196,-0.422179,0.211772,-0.0902369,-2.06386,-0.684117
7,-2.26234,-2.68292,-3.85277,3.8822,0.635144,-1.65184
6,2.21939,1.8124,-1.34957,0.939691,4.13869,6.80789
7,-0.86555,-1.09171,-2.58521,2.62275,1.95376,-1.60573
1,-3.67531,-3.34775,0.940287,-2.04035,-0.477788,-0.154598
5,-0.534618,0.163529,0.0383481,0.0719564,3.30469,-0.814474
5,-3.1363,-2.64726,0.9325,-1.63897,1.82229,1.83109
1,-4.45968,-3.9934,2.58072,-3.31056,0.442649,-0.382952
6,-0.254451,-0.12602,-1.75804,1.35413,1.8417,4.40561
6,1.94745,1.57869,-1.95173,1.50144,-0.617183,4.53
9,0.0818813,-0.69501,-2.1138,1.99203,-3.5628,0.49716
3,1.05737,1.05296,2.15945,-1.60751,-3.87576,-2.01691
0,7.21778,7.4754,0.00590042,1.10019,4.72366,-1.2747
5,0.81789,0.9507,0.100252,-0.0277592,-2.29772,0.829852
4,-1.31655,-1.63516,-3.54107,3.55226,1.84215,0.528258
2,-0.384136,0.178673,3.51373,-4.00558,0.968374,4.29773
3,1.79431,1.99219,3.55998,-2.91771,-3.4313,-3.12864
8,-1.29502,-1.15023,-0.247763,0.0456361,2.35977,-0.0605241
3,2.11429,3.02267,5.18252,-4.38325,-2.1028,-1.74865
1,-3.38961,-3.24313,0.210284,-1.26977,-1.05523,-0.0424147
4,-0.104216,-0.411346,-1.44352,1.76993,3.65782,2.71594
8,-1.89871,-1.7561,-0.378598,0.285783,-0.7764,-1.19556
0,1.97211,2.45975,0.730806,-0.345316,-1.6973,-0.144169
3,0.152503,-0.758507,-0.753797,0.672184,-3.78217,0.293461
3,-0.810675,-0.368791,2.57578,-2.59235,-2.42366,-2.1906
3,2.49145,2.69932,3.56083,-3.00927,-0.106792,-1.42513
1,-4.27561,-3.73205,1.28344,-2.35751,0.044774,0.0241641
6,2.86842,2.94423,-1.55197,1.63006,3.59783,4.53079
2,-2.77704,-2.29266,1.4457,-1.9623,-0.0286543,0.34353
5,2.53823,2.31206,0.523978,0.221173,-3.65652,-3.19474
3,1.67909,1.40784,3.21704,-2.52324,-4.72491,-2.91211
9,1.78582,0.892324,-4.12733,4.07078,1.76308,-0.051038
7,-2.57732,-3.11321,-2.72724,2.57421,0.0636361,-1.68852
9,-0.652669,-1.32735,-4.03629,3.86057,-0.217613,0.796661
1,-4.62946,-4.06593,2.59511,-3.32799,0.199514,-0.470851
6,-0.730258,-0.0887245,-0.87987,0.649906,1.34548,2.91173
3,0.700386,0.347467,-0.459413,0.874129,-0.980123,-3.27408
7,-2.80686,-3.58737,-3.28732,3.15246,0.0262118,-2.5521
0,8.43195,7.77367,-1.12805,2.08708,-0.664311,0.259495
4,-0.242385,-1.34161,-4.87172,4.68439,0.309765,0.955078
4,3.60102,2.16424,-3.55163,3.48897,-1.02222,2.68364
9,-0.743508,-0.641533,-0.661945,0.776236,-3.29468,-1.98036
7,-0.314987,-0.857707,-3.24391,3.38665,-2.67558,-1.35971
5,0.703771,0.773178,-1.75538,1.98975,-0.874387,-1.15487
1,-4.54742,-4.25626,1.6942,-2.81151,0.216471,0.227902
3,1.10357,1.51345,3.80631,-3.03585,-1.40731,-3.29768
0,3.87207,4.74677,1.03508,-0.229996,2.8858,-2.17111
5,-2.0429,-1.44344,1.47978,-1.77104,3.10973,0.735939
7,-0.790911,-1.41101,-2.97687,2.95345,3.37954,-0.926177
7,-1.1829,-1.80227,-3.02374,2.99056,0.416064,-0.841777
1,-4.44698,-3.89501,3.43308,-4.19709,0.79923,3.67704E-005
6,-1.18643,-0.774441,1.64762,-2.19911,3.19648,3.18753
8,0.59612,0.491961,0.622702,-0.347145,-3.09716,-1.38725
3,-1.91989,-1.94014,-0.304035,0.46711,-2.00089,-2.86477
0,2.44192,3.36603,1.45226,-0.901653,0.776901,-1.55706
8,-1.04238,-0.808999,2.68974,-2.62847,-2.54567,-1.41477
8,-1.42718,-1.27503,-0.0988983,-0.103318,2.25536,0.389672
2,-0.337658,-0.842958,1.07803,-1.08668,-1.91821,-0.917073
7,-1.37209,-1.57886,0.28635,-0.148328,0.780672,-0.960357
4,0.0551573,-0.495394,-2.13684,2.02735,-1.5373,1.82315
2,-1.95495,-1.41374,2.01825,-1.8823,-1.12296,-1.0339
2,6.80512,5.77536,-0.0259324,0.34812,1.77493,1.92451
9,-0.0769766,-0.959022,-4.40971,4.26955,-1.97879,0.157113
8,-0.153811,-0.721787,1.10366,-1.1915,-3.18357,-0.491995
3,-1.81063,-1.48753,2.09032,-2.33084,-3.52448,-2.81777
4,0.863382,-0.572351,-4.23133,4.05664,-1.0077,1.06899
5,-2.04442,-1.25865,-0.184664,0.100809,2.48129,0.0245556
3,0.0799388,0.150091,2.69177,-2.1656,-1.66671,-3.38903
0,4.37379,4.35728,0.0923405,0.586857,-2.27219,-3.15
7,0.697249,-0.380017,-4.28252,4.73857,-3.71708,-2.18483
5,1.6537,2.06171,2.39769,-1.98104,-3.86753,-0.226694
2,-0.300286,0.473546,3.61655,-3.54997,1.63197,2.88335
6,5.62949,5.50126,-0.247449,0.360898,-0.657021,3.98249
8,-1.71175,-1.94271,0.996848,-1.2016,-1.59498,-0.303764
2,0.0780549,0.278078,0.574283,-0.926476,4.32396,2.12557
9,-2.23875,-2.85281,-2.72053,2.15237,-0.840403,-0.704672
6,3.70212,3.17175,-0.476133,0.334693,2.14977,6.8425
0,7.26631,7.56043,1.43084,-0.370842,0.00990456,-0.0804153
0,7.2325,7.78038,1.32151,-0.00418116,0.648948,-2.2133
2,1.29028,0.861364,-0.550651,-0.0343276,2.12643,6.26343
3,1.58669,1.28869,2.68241,-2.02899,-4.57373,-3.5048
1,-4.50044,-4.04347,3.33857,-3.78598,1.32055,0.0803727
2,0.660719,0.63339,-0.1601,-0.275953,3.99508,3.49207
6,2.46543,2.17143,-2.85583,2.89182,1.01748,4.04599
9,-3.23634,-3.1676,-0.600517,0.394212,-1.03105,-2.36052
5,-0.896596,-0.0107632,0.615001,-0.365443,0.56778,-2.46174
9,-0.567066,-1.08933,-2.1871,2.31937,-4.07221,-1.53729
8,-1.71843,-1.54879,1.69712,-1.86302,3.10141,-0.172123
5,-0.222458,0.292282,-1.26653,1.30484,3.48284,0.691076
6,0.49238,0.365331,-0.251234,-0.0552043,0.561712,1.55833
3,-1.58011,-0.891033,3.26706,-3.26417,-0.600776,-2.44421
0,10.8941,10.5138,-0.186508,1.53146,-1.80362,-2.74148
9,2.08254,1.32702,-3.91245,3.91711,-0.834599,1.08706
3,-0.874413,-0.668337,1.63795,-1.64349,-4.58559,-2.70684
5,2.8171,3.13423,3.60153,-2.91533,-4.16047,-1.268
6,-0.643012,-0.0619438,1.72345,-1.63007,0.930134,2.10622
9,2.58672,1.20017,-5.31402,5.23176,0.0454157,0.991232
8,-0.752042,-0.325299,0.746731,-0.777761,1.2835,-0.498312
1,-3.70805,-3.06252,0.495471,-1.30638,-0.762963,0.0148487
4,0.224406,-0.380247,-3.32819,3.4987,-2.91992,-0.439017
7,-2.61811,-2.66347,0.263645,-0.215879,0.912803,-1.12738
2,0.443064,0.577848,2.13846,-2.75095,0.0398073,2.82116
2,-1.20075,-0.949998,1.74148,-1.78038,0.484386,1.20611
2,2.36558,2.15813,1.55568,-1.6494,3.03876,3.49089
0,5.91914,5.27031,-1.56136,2.38024,-2.54568,-2.29989
5,-1.70386,-0.928247,1.05937,-1.15992,-1.36401,-0.664719
6,2.62518,2.76992,2.32538,-1.75751,4.06225,3.15408
9,-3.47056,-3.14185,-0.236981,0.329064,0.653476,-1.587
9,-1.6066,-2.01402,-1.27139,1.38342,2.36872,-0.71726
8,3.31451,3.40659,2.09585,-1.09357,-3.233,-1.51823
8,-1.48501,-1.45274,2.00665,-2.19636,-2.53293,-1.82937
4,-2.34598,-2.26904,-1.42088,1.24872,2.59361,1.26243
9,0.689885,-0.0199619,-1.78224,1.64904,-3.60259,1.17673
4,1.00865,0.0808827,-2.96034,3.29,-2.76796,0.692207
1,-3.10404,-2.67048,1.95759,-2.21309,1.31021,0.477538
3,3.04802,3.33273,2.0089,-1.2801,-2.15124,-0.474966
0,5.41608,5.67654,1.77448,-1.01057,-0.529734,-0.22484
0,3.49071,4.45174,1.09607,-0.58381,4.26872,0.596416
7,0.743134,-0.35653,-6.04822,6.32349,0.218468,-2.79462
1,-4.00491,-3.81918,3.44806,-3.71271,2.28578,0.0424306
4,1.06464,0.576747,-2.18286,1.77861,0.404784,2.51159
2,1.14826,0.97065,0.0739792,-0.274695,2.64192,2.43331
4,0.173805,-0.346702,-4.184,4.34219,-0.851005,0.262005
0,6.16559,6.34954,0.139103,0.697862,-2.3653,-2.7211
7,2.15924,0.717083,-3.13261,3.10236,-0.422149,1.27324
9,0.429431,-0.543103,-4.90147,4.80715,2.02356,0.441348
8,0.33256,0.158832,0.159516,-0.191459,1.46698,-0.776008
3,0.531014,0.69599,3.17065,-2.78491,-4.19379,-2.96448
8,1.1844,1.12302,-0.71775,0.710746,3.47038,-0.077594
2,-1.87833,-1.98181,0.430666,-1.04249,-0.900582,1.89234
3,-0.274079,-0.20069,2.27778,-2.05213,-4.56752,-3.29829
3,0.842598,0.546576,2.15638,-1.73243,-4.04376,-4.73712
4,1.21068,0.917532,-3.89486,3.88201,5.10843,2.65461
8,-1.34642,-1.2896,0.185368,-0.356777,-1.93959,0.608278
5,1.40875,1.5923,1.56791,-1.01305,-4.3089,-1.87379
0,5.5687,5.5846,0.817155,-0.0414697,-2.40737,-0.205398
2,0.291969,0.3858,-1.71085,1.48124,1.11141,1.3998
5,-1.93852,-1.09383,1.20896,-1.18086,0.704569,0.66226
1,-4.31502,-3.90945,0.695078,-1.72391,-0.75797,-0.299642
3,-0.705424,-0.745556,-0.240125,0.265683,2.04378,-0.42603
9,3.30128,1.77959,-3.98,4.13924,-2.22895,1.24412
2,5.32039,4.30272,-0.824615,1.27299,-0.815423,-0.439877
9,-0.694952,-1.04802,-3.59322,3.35244,-0.531453,0.284399
4,-3.64558,-3.53962,-0.71759,0.624249,1.88615,0.991148
9,0.997182,-0.493397,-5.3071,4.92082,-0.641115,0.557884
6,-1.00902,-0.635443,-0.589646,0.184617,-0.643043,2.59266
6,1.97803,1.40136,-0.144723,-0.127186,0.896921,4.8795
1,-2.93803,-2.07606,5.10651,-5.4987,1.7205,0.681306
6,0.583773,0.539219,-0.785641,0.443076,2.44725,5.114
4,-2.18055,-2.23521,-2.64952,2.51862,-1.329,0.316574
6,0.981153,0.436794,-1.51609,1.17736,4.47251,5.85828
3,-1.30708,-1.04323,1.12978,-1.10949,1.71897,-1.27471
1,-3.66194,-3.17144,4.4188,-4.6075,1.69936,0.0957914
9,0.713328,-0.266313,-3.95331,4.1015,-2.33731,-0.765805
3,4.03284,3.72473,2.92322,-1.71581,-3.88089,-3.64559
1,-4.28769,-3.94244,1.20369,-2.41815,-0.268239,-0.106132
0,2.01612,3.14474,1.04087,-0.637763,3.80233,-0.214831
1,-4.58427,-4.06235,2.37703,-2.92074,0.24243,-0.395965
3,2.37561,2.25597,3.52837,-2.9326,-4.2727,-3.71142
5,-2.74448,-2.0384,-0.246912,-0.184468,2.26377,1.705
3,0.0425218,0.350571,2.91623,-2.87876,-2.46471,-2.8751
5,4.16455,3.93793,2.0113,-1.21119,-3.88483,-2.18404
3,2.82034,2.81467,2.31526,-1.76804,0.779581,0.490622
5,-0.751094,-0.55743,0.433987,-0.433854,-3.65744,-1.68162
8,-1.45005,-1.41623,1.26614,-1.437,-2.54912,-0.947998
6,1.10176,1.78882,1.85355,-1.65399,3.59359,3.40232
6,-0.801768,-0.692274,0.537363,-1.0265,0.754969,3.83236
7,-0.683358,-1.26511,-1.95423,2.01982,-4.19464,-1.35477
0,0.174473,0.923439,0.608606,-0.535554,3.55087,0.769957
9,-3.03344,-2.72173,0.543136,-0.506949,1.54347,-0.480778
9,-1.06368,-1.68946,-3.40176,3.40354,-1.36987,-1.62223
6,1.46596,1.1713,1.7115,-1.71316,0.821459,3.24703
0,1.21821,2.1333,2.46986,-2.00382,2.85216,-0.589847
7,0.0126871,-0.696372,-2.74982,2.57299,2.96007,1.15585
1,-4.66079,-4.10547,2.78866,-3.58587,0.460659,-0.386951
4,-2.6978,-2.53014,-2.09022,1.98694,0.5727,1.0705
4,0.695619,0.205112,-4.15105,3.77699,0.0892602,0.872422
7,-1.17467,-1.4378,0.134948,-0.312594,2.88097,-0.354079
2,-0.825724,-1.08974,-0.120259,-0.676508,-1.02736,1.71081
3,3.4994,3.43954,4.82157,-4.00227,-1.99365,-1.87394
5,0.272394,0.615052,0.558476,-0.24988,-2.85592,-3.58583
4,-3.44225,-3.27853,-1.055,0.51599,-0.00287891,0.976053
2,-1.02775,-0.514885,4.32413,-4.20205,-0.129026,0.740765
3,2.50035,2.97111,4.82086,-3.78348,-2.0393,-2.18283
2,6.44122,6.27553,1.5463,-1.39202,3.1799,3.8027
7,-2.38405,-2.62453,-2.25991,2.08561,-1.81957,-2.23256
5,3.0462,3.3349,3.49676,-2.72947,-0.214056,-1.23455
0,3.4453,3.54599,0.537768,0.0203258,-2.86249,-0.208335
3,-0.231064,-0.350961,1.48412,-1.54602,-3.78623,-0.902716
1,-4.45238,-3.96736,1.86368,-2.95375,0.435797,0.322118
2,-0.522619,-0.247029,2.03115,-2.20296,0.0298703,2.79129
3,-1.96397,-1.7913,0.910372,-0.813616,0.74548,-1.5223
7,-1.86317,-1.90649,-2.88456,2.90498,-1.26559,-1.75477
1,-2.46929,-2.46025,1.69037,-1.9873,2.67636,1.55665
6,-0.621909,0.00442833,0.635803,-0.901866,1.42133,3.34722
3,-0.100784,-0.145372,2.69038,-2.51738,-1.82118,-1.40683
3,-0.205403,0.343607,3.21837,-3.05111,-2.84054,-1.4129
1,-4.15018,-3.54443,4.2697,-4.85227,1.37908,0.301877
5,0.193174,0.250282,-1.65045,1.67914,-1.38884,-0.965026
0,4.78428,5.06155,1.95396,-1.1174,-3.53009,-3.50162
3,4.0515,3.82603,0.988179,-0.258381,-1.35452,-3.35036
5,0.285333,0.350076,-0.0496116,0.228084,-3.99418,-2.30519
8,-3.35499,-2.93293,2.95404,-3.03589,1.45247,-0.293653
1,-2.36705,-1.9852,4.55329,-4.53621,3.31278,0.136582
2,-1.13176,-1.15595,0.149102,-0.553706,0.0218068,2.2728
3,-1.09138,-0.902601,2.91818,-2.85675,-1.35351,-1.74389
1,-4.18977,-3.73813,1.49008,-2.67679,0.0701833,-0.240696
5,-0.294444,0.562191,1.90458,-1.7004,-0.943097,-1.3959
7,-3.75867,-3.64329,-0.72747,0.196228,-1.76762,-1.25555
0,-0.057444,0.643077,0.794012,-0.720117,-2.12215,-2.03053
9,-2.8507,-2.59902,-0.92183,0.631177,0.418407,-0.511026
6,-1.58633,-0.757789,1.7333,-1.70279,2.56369,1.52144
3,-2.13588,-1.61008,2.4567,-2.58019,-2.6876,-3.39571
2,-0.243975,-0.0377584,0.945114,-1.0245,0.16114,2.18683
5,-0.455127,-0.439535,-2.16019,2.01547,-1.52105,-0.375512
7,-0.827829,-1.76634,-4.11719,4.23768,-3.95143,-2.54812
7,-2.7744,-2.98183,-0.187171,-0.056993,0.281012,-0.821211
8,-1.47678,-0.991662,1.48437,-1.3578,1.23711,-2.12039
1,-4.2157,-3.81432,1.23402,-2.40206,-0.177247,-0.110483
6,2.29996,1.85091,-2.3657,1.80485,1.25025,6.04335
5,1.99234,2.12483,-0.335222,0.997938,0.491563,-2.38935
6,2.93584,3.12059,-0.939402,1.14014,1.05695,2.15245
7,-0.966829,-1.61717,-4.39141,4.46268,-3.23261,-2.2641
3,0.202901,0.707048,1.27364,-1.10939,-2.287,-0.214647
4,-0.182258,-0.637063,-1.477,1.31347,1.89789,2.9387
0,6.70255,7.02505,0.704607,0.179806,3.02687,-0.735252
0,3.52584,4.20892,0.69905,0.056807,5.22676,-1.64049
6,-1.18666,-0.684327,-0.30781,0.104466,-0.454566,1.87698
6,-0.67634,-0.461726,-0.473386,0.248677,-0.442578,2.52058
7,-2.01977,-2.8348,-3.79487,3.58786,-1.35949,-2.16758
3,0.915839,0.690069,0.167162,0.209438,-5.11965,-3.09978
3,4.19923,3.78768,0.80796,-0.56337,3.53391,-0.768318
9,-0.376387,-1.03158,-4.23244,4.08258,-0.923769,0.307628
7,-2.36321,-2.47517,-3.51524,3.33825,-1.64249,-1.652
7,-1.20785,-1.61905,-3.96504,4.06336,-2.36924,-1.40147
8,-0.387769,-0.334342,-0.0740023,0.096803,3.08671,-0.107588
5,-0.112679,0.105878,-0.222495,0.241449,-2.0487,-2.3367
6,0.266687,-0.272441,-0.884456,0.426455,0.214213,4.07378
3,0.0188162,-0.277581,1.13602,-1.07909,-3.12194,-1.7259
3,-2.69856,-2.52789,-0.12794,-0.136823,-3.05681,-2.83025
8,1.8102,1.6094,1.31233,-1.06175,1.57171,-0.119768
3,1.66805,1.53204,1.6881,-1.04463,-5.61247,-4.10217
4,2.19925,1.68045,-2.50993,2.44074,-1.27283,3.20524
7,-0.646873,-1.26817,-3.26747,3.43928,-3.88824,-1.9623
7,-0.567068,-0.941552,-4.37219,4.29892,-1.6083,-2.68326
4,-0.867136,-1.63275,-1.67992,1.66314,-1.78165,1.07334
5,-0.156677,-0.125772,-2.12797,2.12162,-1.30807,-1.16034
4,-1.45147,-1.87875,-3.58072,3.56988,0.432527,-0.544015
6,-1.14278,-0.823811,0.209996,-0.406675,-1.22103,1.6806
7,-1.18228,-1.78915,-3.14536,3.35967,2.28292,-2.33059
1,-4.98471,-4.56261,1.26341,-2.16904,-0.015311,-0.392507
5,2.68061,2.97789,1.63343,-0.862911,-0.488034,-0.690851
3,-0.795613,-1.44546,-1.74557,1.79879,-3.20226,-2.81144
6,-0.672445,-0.15418,0.376116,-0.481873,4.23226,3.23794
8,0.155228,0.152287,2.1698,-2.39156,0.536012,-1.09002
4,-0.884118,-1.47457,-2.87865,2.85751,-2.21709,0.560996
3,1.85535,2.22049,2.98489,-2.25553,1.11095,-1.69718
5,2.41286,2.30093,0.664806,0.0497465,-3.85024,-4.50255
5,0.816697,0.888283,-0.780057,0.984352,0.231044,-1.48532
4,2.37965,1.67755,-2.72227,2.30388,-0.328973,3.7741
4,-0.99411,-1.04267,0.206785,-0.413418,3.90828,1.83326
9,-1.61797,-1.69995,-1.51904,1.33388,-2.93293,-1.73178
9,-1.28077,-1.80744,-4.55217,4.23482,0.809617,0.0955223
1,-4.71825,-4.19729,1.09592,-2.00955,-0.415513,-0.694166
2,1.13116,1.28598,-0.243498,0.240778,4.37777,2.15879
2,-1.37475,-1.12057,3.51706,-4.23536,0.48597,3.30149
